Time,circle_SWC_fmu.Circle_SWC_output_Coords_x,circle_SWC_fmu.Circle_SWC_output_Coords_y,circle_SWC_fmu.fmi_loggingOn,circle_SWC_fmu.fmi_pullInputsForInitialization,circle_SWC_fmu.fmi_StartTime,circle_SWC_fmu.fmi_StopTime,circle_SWC_fmu.fmi_NumberOfSteps,circle_SWC_fmu.fmi_CommunicationStepSize,circle_SWC_fmu.stepSizeScaleFactor,circle_SWC_fmu.fmi_forceShutDownAtStopTime
2.316,-0.45,-0.9,0,1,0,1,500,0.002,1,0
2.316,-0.36,-0.94,0,1,0,1,500,0.002,1,0
2.318,-0.36,-0.94,0,1,0,1,500,0.002,1,0
2.32,-0.36,-0.94,0,1,0,1,500,0.002,1,0
2.322,-0.36,-0.94,0,1,0,1,500,0.002,1,0
2.324,-0.36,-0.94,0,1,0,1,500,0.002,1,0
2.326,-0.36,-0.94,0,1,0,1,500,0.002,1,0
2.326,-0.26,-0.97,0,1,0,1,500,0.002,1,0
2.328,-0.26,-0.97,0,1,0,1,500,0.002,1,0
2.33,-0.26,-0.97,0,1,0,1,500,0.002,1,0
2.332,-0.26,-0.97,0,1,0,1,500,0.002,1,0
2.334,-0.26,-0.97,0,1,0,1,500,0.002,1,0
2.336,-0.17,-0.99,0,1,0,1,500,0.002,1,0
2.338,-0.17,-0.99,0,1,0,1,500,0.002,1,0
2.34,-0.17,-0.99,0,1,0,1,500,0.002,1,0
2.342,-0.17,-0.99,0,1,0,1,500,0.002,1,0
2.344,-0.17,-0.99,0,1,0,1,500,0.002,1,0
2.346,-0.17,-0.99,0,1,0,1,500,0.002,1,0
2.346,-0.07,-1,0,1,0,1,500,0.002,1,0
2.348,-0.07,-1,0,1,0,1,500,0.002,1,0
2.35,-0.07,-1,0,1,0,1,500,0.002,1,0
2.352,-0.07,-1,0,1,0,1,500,0.002,1,0
2.354,-0.07,-1,0,1,0,1,500,0.002,1,0
2.356,-0.07,-1,0,1,0,1,500,0.002,1,0
2.356,0.03,-1,0,1,0,1,500,0.002,1,0
2.358,0.03,-1,0,1,0,1,500,0.002,1,0
2.36,0.03,-1,0,1,0,1,500,0.002,1,0
2.362,0.03,-1,0,1,0,1,500,0.002,1,0
2.364,0.03,-1,0,1,0,1,500,0.002,1,0
2.366,0.03,-1,0,1,0,1,500,0.002,1,0
2.366,0.13,-1,0,1,0,1,500,0.002,1,0
2.368,0.13,-1,0,1,0,1,500,0.002,1,0
2.37,0.13,-1,0,1,0,1,500,0.002,1,0
2.372,0.13,-1,0,1,0,1,500,0.002,1,0
2.374,0.13,-1,0,1,0,1,500,0.002,1,0
2.376,0.23,-0.98,0,1,0,1,500,0.002,1,0
2.378,0.23,-0.98,0,1,0,1,500,0.002,1,0
2.38,0.23,-0.98,0,1,0,1,500,0.002,1,0
2.382,0.23,-0.98,0,1,0,1,500,0.002,1,0
2.384,0.23,-0.98,0,1,0,1,500,0.002,1,0
2.386,0.23,-0.98,0,1,0,1,500,0.002,1,0
2.386,0.33,-0.95,0,1,0,1,500,0.002,1,0
2.388,0.33,-0.95,0,1,0,1,500,0.002,1,0
2.39,0.33,-0.95,0,1,0,1,500,0.002,1,0
2.392,0.33,-0.95,0,1,0,1,500,0.002,1,0
2.394,0.33,-0.95,0,1,0,1,500,0.002,1,0
2.396,0.33,-0.95,0,1,0,1,500,0.002,1,0
2.396,0.42,-0.91,0,1,0,1,500,0.002,1,0
2.398,0.42,-0.91,0,1,0,1,500,0.002,1,0
2.4,0.42,-0.91,0,1,0,1,500,0.002,1,0
2.402,0.42,-0.91,0,1,0,1,500,0.002,1,0
2.404,0.42,-0.91,0,1,0,1,500,0.002,1,0
2.406,0.42,-0.91,0,1,0,1,500,0.002,1,0
2.406,0.51,-0.86,0,1,0,1,500,0.002,1,0
2.408,0.51,-0.86,0,1,0,1,500,0.002,1,0
2.41,0.51,-0.86,0,1,0,1,500,0.002,1,0
2.412,0.51,-0.86,0,1,0,1,500,0.002,1,0
2.414,0.51,-0.86,0,1,0,1,500,0.002,1,0
2.416,0.59,-0.81,0,1,0,1,500,0.002,1,0
2.418,0.59,-0.81,0,1,0,1,500,0.002,1,0
2.42,0.59,-0.81,0,1,0,1,500,0.002,1,0
2.422,0.59,-0.81,0,1,0,1,500,0.002,1,0
2.424,0.59,-0.81,0,1,0,1,500,0.002,1,0
2.426,0.59,-0.81,0,1,0,1,500,0.002,1,0
2.426,0.67,-0.74,0,1,0,1,500,0.002,1,0
2.428,0.67,-0.74,0,1,0,1,500,0.002,1,0
2.43,0.67,-0.74,0,1,0,1,500,0.002,1,0
2.432,0.67,-0.74,0,1,0,1,500,0.002,1,0
2.434,0.67,-0.74,0,1,0,1,500,0.002,1,0
2.436,0.67,-0.74,0,1,0,1,500,0.002,1,0
2.436,0.74,-0.67,0,1,0,1,500,0.002,1,0
2.438,0.74,-0.67,0,1,0,1,500,0.002,1,0
2.44,0.74,-0.67,0,1,0,1,500,0.002,1,0
2.442,0.74,-0.67,0,1,0,1,500,0.002,1,0
2.444,0.74,-0.67,0,1,0,1,500,0.002,1,0
2.446,0.74,-0.67,0,1,0,1,500,0.002,1,0
2.446,0.8,-0.6,0,1,0,1,500,0.002,1,0
2.448,0.8,-0.6,0,1,0,1,500,0.002,1,0
2.45,0.8,-0.6,0,1,0,1,500,0.002,1,0
2.452,0.8,-0.6,0,1,0,1,500,0.002,1,0
2.454,0.8,-0.6,0,1,0,1,500,0.002,1,0
2.456,0.86,-0.51,0,1,0,1,500,0.002,1,0
2.458,0.86,-0.51,0,1,0,1,500,0.002,1,0
2.46,0.86,-0.51,0,1,0,1,500,0.002,1,0
2.462,0.86,-0.51,0,1,0,1,500,0.002,1,0
2.464,0.86,-0.51,0,1,0,1,500,0.002,1,0
2.466,0.86,-0.51,0,1,0,1,500,0.002,1,0
2.466,0.9,-0.42,0,1,0,1,500,0.002,1,0
2.468,0.9,-0.42,0,1,0,1,500,0.002,1,0
2.47,0.9,-0.42,0,1,0,1,500,0.002,1,0
2.472,0.9,-0.42,0,1,0,1,500,0.002,1,0
2.474,0.9,-0.42,0,1,0,1,500,0.002,1,0
2.476,0.9,-0.42,0,1,0,1,500,0.002,1,0
2.476,0.94,-0.33,0,1,0,1,500,0.002,1,0
2.478,0.94,-0.33,0,1,0,1,500,0.002,1,0
2.48,0.94,-0.33,0,1,0,1,500,0.002,1,0
2.482,0.94,-0.33,0,1,0,1,500,0.002,1,0
2.484,0.94,-0.33,0,1,0,1,500,0.002,1,0
2.486,0.94,-0.33,0,1,0,1,500,0.002,1,0
2.486,0.97,-0.24,0,1,0,1,500,0.002,1,0
2.488,0.97,-0.24,0,1,0,1,500,0.002,1,0
2.49,0.97,-0.24,0,1,0,1,500,0.002,1,0
2.492,0.97,-0.24,0,1,0,1,500,0.002,1,0
2.494,0.97,-0.24,0,1,0,1,500,0.002,1,0
2.496,0.99,-0.14,0,1,0,1,500,0.002,1,0
2.498,0.99,-0.14,0,1,0,1,500,0.002,1,0
2.5,0.99,-0.14,0,1,0,1,500,0.002,1,0
2.502,0.99,-0.14,0,1,0,1,500,0.002,1,0
2.504,0.99,-0.14,0,1,0,1,500,0.002,1,0
2.506,0.99,-0.14,0,1,0,1,500,0.002,1,0
2.506,0.99,-0.04,0,1,0,1,500,0.002,1,0
2.508,0.99,-0.04,0,1,0,1,500,0.002,1,0
2.51,0.99,-0.04,0,1,0,1,500,0.002,1,0
2.512,0.99,-0.04,0,1,0,1,500,0.002,1,0
2.514,0.99,-0.04,0,1,0,1,500,0.002,1,0
2.516,0.99,-0.04,0,1,0,1,500,0.002,1,0
2.516,0.99,0.06,0,1,0,1,500,0.002,1,0
2.518,0.99,0.06,0,1,0,1,500,0.002,1,0
2.52,0.99,0.06,0,1,0,1,500,0.002,1,0
2.522,0.99,0.06,0,1,0,1,500,0.002,1,0
2.524,0.99,0.06,0,1,0,1,500,0.002,1,0
2.526,0.99,0.06,0,1,0,1,500,0.002,1,0
2.526,0.98,0.16,0,1,0,1,500,0.002,1,0
2.528,0.98,0.16,0,1,0,1,500,0.002,1,0
2.53,0.98,0.16,0,1,0,1,500,0.002,1,0
2.532,0.98,0.16,0,1,0,1,500,0.002,1,0
2.534,0.98,0.16,0,1,0,1,500,0.002,1,0
2.536,0.96,0.26,0,1,0,1,500,0.002,1,0
2.538,0.96,0.26,0,1,0,1,500,0.002,1,0
2.54,0.96,0.26,0,1,0,1,500,0.002,1,0
2.542,0.96,0.26,0,1,0,1,500,0.002,1,0
2.544,0.96,0.26,0,1,0,1,500,0.002,1,0
2.546,0.96,0.26,0,1,0,1,500,0.002,1,0
2.546,0.93,0.35,0,1,0,1,500,0.002,1,0
2.548,0.93,0.35,0,1,0,1,500,0.002,1,0
2.55,0.93,0.35,0,1,0,1,500,0.002,1,0
2.552,0.93,0.35,0,1,0,1,500,0.002,1,0
2.554,0.93,0.35,0,1,0,1,500,0.002,1,0
2.556,0.93,0.35,0,1,0,1,500,0.002,1,0
2.556,0.89,0.45,0,1,0,1,500,0.002,1,0
2.558,0.89,0.45,0,1,0,1,500,0.002,1,0
2.56,0.89,0.45,0,1,0,1,500,0.002,1,0
2.562,0.89,0.45,0,1,0,1,500,0.002,1,0
2.564,0.89,0.45,0,1,0,1,500,0.002,1,0
2.566,0.89,0.45,0,1,0,1,500,0.002,1,0
2.566,0.84,0.53,0,1,0,1,500,0.002,1,0
2.568,0.84,0.53,0,1,0,1,500,0.002,1,0
2.57,0.84,0.53,0,1,0,1,500,0.002,1,0
2.572,0.84,0.53,0,1,0,1,500,0.002,1,0
2.574,0.84,0.53,0,1,0,1,500,0.002,1,0
2.576,0.78,0.61,0,1,0,1,500,0.002,1,0
2.578,0.78,0.61,0,1,0,1,500,0.002,1,0
2.58,0.78,0.61,0,1,0,1,500,0.002,1,0
2.582,0.78,0.61,0,1,0,1,500,0.002,1,0
2.584,0.78,0.61,0,1,0,1,500,0.002,1,0
2.586,0.78,0.61,0,1,0,1,500,0.002,1,0
2.586,0.71,0.69,0,1,0,1,500,0.002,1,0
2.588,0.71,0.69,0,1,0,1,500,0.002,1,0
2.59,0.71,0.69,0,1,0,1,500,0.002,1,0
2.592,0.71,0.69,0,1,0,1,500,0.002,1,0
2.594,0.71,0.69,0,1,0,1,500,0.002,1,0
2.596,0.71,0.69,0,1,0,1,500,0.002,1,0
2.596,0.64,0.76,0,1,0,1,500,0.002,1,0
2.598,0.64,0.76,0,1,0,1,500,0.002,1,0
2.6,0.64,0.76,0,1,0,1,500,0.002,1,0
2.602,0.64,0.76,0,1,0,1,500,0.002,1,0
2.604,0.64,0.76,0,1,0,1,500,0.002,1,0
2.606,0.64,0.76,0,1,0,1,500,0.002,1,0
2.606,0.56,0.82,0,1,0,1,500,0.002,1,0
2.608,0.56,0.82,0,1,0,1,500,0.002,1,0
2.61,0.56,0.82,0,1,0,1,500,0.002,1,0
2.612,0.56,0.82,0,1,0,1,500,0.002,1,0
2.614,0.56,0.82,0,1,0,1,500,0.002,1,0
2.616,0.48,0.87,0,1,0,1,500,0.002,1,0
2.618,0.48,0.87,0,1,0,1,500,0.002,1,0
2.62,0.48,0.87,0,1,0,1,500,0.002,1,0
2.622,0.48,0.87,0,1,0,1,500,0.002,1,0
2.624,0.48,0.87,0,1,0,1,500,0.002,1,0
2.626,0.48,0.87,0,1,0,1,500,0.002,1,0
2.626,0.39,0.91,0,1,0,1,500,0.002,1,0
2.628,0.39,0.91,0,1,0,1,500,0.002,1,0
2.63,0.39,0.91,0,1,0,1,500,0.002,1,0
2.632,0.39,0.91,0,1,0,1,500,0.002,1,0
2.634,0.39,0.91,0,1,0,1,500,0.002,1,0
2.636,0.39,0.91,0,1,0,1,500,0.002,1,0
2.636,0.29,0.95,0,1,0,1,500,0.002,1,0
2.638,0.29,0.95,0,1,0,1,500,0.002,1,0
2.64,0.29,0.95,0,1,0,1,500,0.002,1,0
2.642,0.29,0.95,0,1,0,1,500,0.002,1,0
2.644,0.29,0.95,0,1,0,1,500,0.002,1,0
2.646,0.29,0.95,0,1,0,1,500,0.002,1,0
2.646,0.2,0.97,0,1,0,1,500,0.002,1,0
2.648,0.2,0.97,0,1,0,1,500,0.002,1,0
2.65,0.2,0.97,0,1,0,1,500,0.002,1,0
2.652,0.2,0.97,0,1,0,1,500,0.002,1,0
2.654,0.2,0.97,0,1,0,1,500,0.002,1,0
2.656,0.1,0.99,0,1,0,1,500,0.002,1,0
2.658,0.1,0.99,0,1,0,1,500,0.002,1,0
2.66,0.1,0.99,0,1,0,1,500,0.002,1,0
2.662,0.1,0.99,0,1,0,1,500,0.002,1,0
2.664,0.1,0.99,0,1,0,1,500,0.002,1,0
2.666,0.1,0.99,0,1,0,1,500,0.002,1,0
2.666,0,0.99,0,1,0,1,500,0.002,1,0
2.668,0,0.99,0,1,0,1,500,0.002,1,0
2.67,0,0.99,0,1,0,1,500,0.002,1,0
2.672,0,0.99,0,1,0,1,500,0.002,1,0
2.674,0,0.99,0,1,0,1,500,0.002,1,0
2.676,0,0.99,0,1,0,1,500,0.002,1,0
2.676,-0.1,0.99,0,1,0,1,500,0.002,1,0
2.678,-0.1,0.99,0,1,0,1,500,0.002,1,0
2.68,-0.1,0.99,0,1,0,1,500,0.002,1,0
2.682,-0.1,0.99,0,1,0,1,500,0.002,1,0
2.684,-0.1,0.99,0,1,0,1,500,0.002,1,0
2.686,-0.1,0.99,0,1,0,1,500,0.002,1,0
2.686,-0.2,0.98,0,1,0,1,500,0.002,1,0
2.688,-0.2,0.98,0,1,0,1,500,0.002,1,0
2.69,-0.2,0.98,0,1,0,1,500,0.002,1,0
2.692,-0.2,0.98,0,1,0,1,500,0.002,1,0
2.694,-0.2,0.98,0,1,0,1,500,0.002,1,0
2.696,-0.3,0.95,0,1,0,1,500,0.002,1,0
2.698,-0.3,0.95,0,1,0,1,500,0.002,1,0
2.7,-0.3,0.95,0,1,0,1,500,0.002,1,0
2.702,-0.3,0.95,0,1,0,1,500,0.002,1,0
2.704,-0.3,0.95,0,1,0,1,500,0.002,1,0
2.706,-0.3,0.95,0,1,0,1,500,0.002,1,0
2.706,-0.39,0.92,0,1,0,1,500,0.002,1,0
2.708,-0.39,0.92,0,1,0,1,500,0.002,1,0
2.71,-0.39,0.92,0,1,0,1,500,0.002,1,0
2.712,-0.39,0.92,0,1,0,1,500,0.002,1,0
2.714,-0.39,0.92,0,1,0,1,500,0.002,1,0
2.716,-0.39,0.92,0,1,0,1,500,0.002,1,0
2.716,-0.48,0.87,0,1,0,1,500,0.002,1,0
2.718,-0.48,0.87,0,1,0,1,500,0.002,1,0
2.72,-0.48,0.87,0,1,0,1,500,0.002,1,0
2.722,-0.48,0.87,0,1,0,1,500,0.002,1,0
2.724,-0.48,0.87,0,1,0,1,500,0.002,1,0
2.726,-0.48,0.87,0,1,0,1,500,0.002,1,0
2.726,-0.57,0.82,0,1,0,1,500,0.002,1,0
2.728,-0.57,0.82,0,1,0,1,500,0.002,1,0
2.73,-0.57,0.82,0,1,0,1,500,0.002,1,0
2.732,-0.57,0.82,0,1,0,1,500,0.002,1,0
2.734,-0.57,0.82,0,1,0,1,500,0.002,1,0
2.736,-0.65,0.76,0,1,0,1,500,0.002,1,0
2.738,-0.65,0.76,0,1,0,1,500,0.002,1,0
2.74,-0.65,0.76,0,1,0,1,500,0.002,1,0
2.742,-0.65,0.76,0,1,0,1,500,0.002,1,0
2.744,-0.65,0.76,0,1,0,1,500,0.002,1,0
2.746,-0.65,0.76,0,1,0,1,500,0.002,1,0
2.746,-0.72,0.69,0,1,0,1,500,0.002,1,0
2.748,-0.72,0.69,0,1,0,1,500,0.002,1,0
2.75,-0.72,0.69,0,1,0,1,500,0.002,1,0
2.752,-0.72,0.69,0,1,0,1,500,0.002,1,0
2.754,-0.72,0.69,0,1,0,1,500,0.002,1,0
2.756,-0.72,0.69,0,1,0,1,500,0.002,1,0
2.756,-0.79,0.62,0,1,0,1,500,0.002,1,0
2.758,-0.79,0.62,0,1,0,1,500,0.002,1,0
2.76,-0.79,0.62,0,1,0,1,500,0.002,1,0
2.762,-0.79,0.62,0,1,0,1,500,0.002,1,0
2.764,-0.79,0.62,0,1,0,1,500,0.002,1,0
2.766,-0.79,0.62,0,1,0,1,500,0.002,1,0
2.766,-0.84,0.54,0,1,0,1,500,0.002,1,0
2.768,-0.84,0.54,0,1,0,1,500,0.002,1,0
2.77,-0.84,0.54,0,1,0,1,500,0.002,1,0
2.772,-0.84,0.54,0,1,0,1,500,0.002,1,0
2.774,-0.84,0.54,0,1,0,1,500,0.002,1,0
2.776,-0.89,0.45,0,1,0,1,500,0.002,1,0
2.778,-0.89,0.45,0,1,0,1,500,0.002,1,0
2.78,-0.89,0.45,0,1,0,1,500,0.002,1,0
2.782,-0.89,0.45,0,1,0,1,500,0.002,1,0
2.784,-0.89,0.45,0,1,0,1,500,0.002,1,0
2.786,-0.89,0.45,0,1,0,1,500,0.002,1,0
2.786,-0.94,0.36,0,1,0,1,500,0.002,1,0
2.788,-0.94,0.36,0,1,0,1,500,0.002,1,0
2.79,-0.94,0.36,0,1,0,1,500,0.002,1,0
2.792,-0.94,0.36,0,1,0,1,500,0.002,1,0
2.794,-0.94,0.36,0,1,0,1,500,0.002,1,0
2.796,-0.94,0.36,0,1,0,1,500,0.002,1,0
2.796,-0.97,0.27,0,1,0,1,500,0.002,1,0
2.798,-0.97,0.27,0,1,0,1,500,0.002,1,0
2.8,-0.97,0.27,0,1,0,1,500,0.002,1,0
2.802,-0.97,0.27,0,1,0,1,500,0.002,1,0
2.804,-0.97,0.27,0,1,0,1,500,0.002,1,0
2.806,-0.97,0.27,0,1,0,1,500,0.002,1,0
2.806,-0.99,0.17,0,1,0,1,500,0.002,1,0
2.808,-0.99,0.17,0,1,0,1,500,0.002,1,0
2.81,-0.99,0.17,0,1,0,1,500,0.002,1,0
2.812,-0.99,0.17,0,1,0,1,500,0.002,1,0
2.814,-0.99,0.17,0,1,0,1,500,0.002,1,0
2.816,-1,0.07,0,1,0,1,500,0.002,1,0
2.818,-1,0.07,0,1,0,1,500,0.002,1,0
2.82,-1,0.07,0,1,0,1,500,0.002,1,0
2.822,-1,0.07,0,1,0,1,500,0.002,1,0
2.824,-1,0.07,0,1,0,1,500,0.002,1,0
2.826,-1,0.07,0,1,0,1,500,0.002,1,0
2.826,-1,-0.03,0,1,0,1,500,0.002,1,0
2.828,-1,-0.03,0,1,0,1,500,0.002,1,0
2.83,-1,-0.03,0,1,0,1,500,0.002,1,0
2.832,-1,-0.03,0,1,0,1,500,0.002,1,0
2.834,-1,-0.03,0,1,0,1,500,0.002,1,0
2.836,-1,-0.03,0,1,0,1,500,0.002,1,0
2.836,-1,-0.13,0,1,0,1,500,0.002,1,0
2.838,-1,-0.13,0,1,0,1,500,0.002,1,0
2.84,-1,-0.13,0,1,0,1,500,0.002,1,0
2.842,-1,-0.13,0,1,0,1,500,0.002,1,0
2.844,-1,-0.13,0,1,0,1,500,0.002,1,0
2.846,-1,-0.13,0,1,0,1,500,0.002,1,0
2.846,-0.98,-0.23,0,1,0,1,500,0.002,1,0
2.848,-0.98,-0.23,0,1,0,1,500,0.002,1,0
2.85,-0.98,-0.23,0,1,0,1,500,0.002,1,0
2.852,-0.98,-0.23,0,1,0,1,500,0.002,1,0
2.854,-0.98,-0.23,0,1,0,1,500,0.002,1,0
2.856,-0.95,-0.33,0,1,0,1,500,0.002,1,0
2.858,-0.95,-0.33,0,1,0,1,500,0.002,1,0
2.86,-0.95,-0.33,0,1,0,1,500,0.002,1,0
2.862,-0.95,-0.33,0,1,0,1,500,0.002,1,0
2.864,-0.95,-0.33,0,1,0,1,500,0.002,1,0
2.866,-0.95,-0.33,0,1,0,1,500,0.002,1,0
2.866,-0.92,-0.42,0,1,0,1,500,0.002,1,0
2.868,-0.92,-0.42,0,1,0,1,500,0.002,1,0
2.87,-0.92,-0.42,0,1,0,1,500,0.002,1,0
2.872,-0.92,-0.42,0,1,0,1,500,0.002,1,0
2.874,-0.92,-0.42,0,1,0,1,500,0.002,1,0
2.876,-0.92,-0.42,0,1,0,1,500,0.002,1,0
2.876,-0.87,-0.51,0,1,0,1,500,0.002,1,0
2.878,-0.87,-0.51,0,1,0,1,500,0.002,1,0
2.88,-0.87,-0.51,0,1,0,1,500,0.002,1,0
2.882,-0.87,-0.51,0,1,0,1,500,0.002,1,0
2.884,-0.87,-0.51,0,1,0,1,500,0.002,1,0
2.886,-0.87,-0.51,0,1,0,1,500,0.002,1,0
2.886,-0.82,-0.59,0,1,0,1,500,0.002,1,0
2.888,-0.82,-0.59,0,1,0,1,500,0.002,1,0
2.89,-0.82,-0.59,0,1,0,1,500,0.002,1,0
2.892,-0.82,-0.59,0,1,0,1,500,0.002,1,0
2.894,-0.82,-0.59,0,1,0,1,500,0.002,1,0
2.896,-0.75,-0.67,0,1,0,1,500,0.002,1,0
2.898,-0.75,-0.67,0,1,0,1,500,0.002,1,0
2.9,-0.75,-0.67,0,1,0,1,500,0.002,1,0
2.902,-0.75,-0.67,0,1,0,1,500,0.002,1,0
2.904,-0.75,-0.67,0,1,0,1,500,0.002,1,0
2.906,-0.75,-0.67,0,1,0,1,500,0.002,1,0
2.906,-0.68,-0.74,0,1,0,1,500,0.002,1,0
2.908,-0.68,-0.74,0,1,0,1,500,0.002,1,0
2.91,-0.68,-0.74,0,1,0,1,500,0.002,1,0
2.912,-0.68,-0.74,0,1,0,1,500,0.002,1,0
2.914,-0.68,-0.74,0,1,0,1,500,0.002,1,0
2.916,-0.68,-0.74,0,1,0,1,500,0.002,1,0
2.916,-0.61,-0.8,0,1,0,1,500,0.002,1,0
2.918,-0.61,-0.8,0,1,0,1,500,0.002,1,0
2.92,-0.61,-0.8,0,1,0,1,500,0.002,1,0
2.922,-0.61,-0.8,0,1,0,1,500,0.002,1,0
2.924,-0.61,-0.8,0,1,0,1,500,0.002,1,0
2.926,-0.61,-0.8,0,1,0,1,500,0.002,1,0
2.926,-0.52,-0.86,0,1,0,1,500,0.002,1,0
2.928,-0.52,-0.86,0,1,0,1,500,0.002,1,0
2.93,-0.52,-0.86,0,1,0,1,500,0.002,1,0
2.932,-0.52,-0.86,0,1,0,1,500,0.002,1,0
2.934,-0.52,-0.86,0,1,0,1,500,0.002,1,0
2.936,-0.44,-0.91,0,1,0,1,500,0.002,1,0
2.938,-0.44,-0.91,0,1,0,1,500,0.002,1,0
2.94,-0.44,-0.91,0,1,0,1,500,0.002,1,0
2.942,-0.44,-0.91,0,1,0,1,500,0.002,1,0
2.944,-0.44,-0.91,0,1,0,1,500,0.002,1,0
2.946,-0.44,-0.91,0,1,0,1,500,0.002,1,0
2.946,-0.34,-0.95,0,1,0,1,500,0.002,1,0
2.948,-0.34,-0.95,0,1,0,1,500,0.002,1,0
2.95,-0.34,-0.95,0,1,0,1,500,0.002,1,0
2.952,-0.34,-0.95,0,1,0,1,500,0.002,1,0
2.954,-0.34,-0.95,0,1,0,1,500,0.002,1,0
2.956,-0.34,-0.95,0,1,0,1,500,0.002,1,0
2.956,-0.25,-0.98,0,1,0,1,500,0.002,1,0
2.958,-0.25,-0.98,0,1,0,1,500,0.002,1,0
2.96,-0.25,-0.98,0,1,0,1,500,0.002,1,0
2.962,-0.25,-0.98,0,1,0,1,500,0.002,1,0
2.964,-0.25,-0.98,0,1,0,1,500,0.002,1,0
2.966,-0.25,-0.98,0,1,0,1,500,0.002,1,0
2.966,-0.15,-0.99,0,1,0,1,500,0.002,1,0
2.968,-0.15,-0.99,0,1,0,1,500,0.002,1,0
2.97,-0.15,-0.99,0,1,0,1,500,0.002,1,0
2.972,-0.15,-0.99,0,1,0,1,500,0.002,1,0
2.974,-0.15,-0.99,0,1,0,1,500,0.002,1,0
2.976,-0.05,-1,0,1,0,1,500,0.002,1,0
2.978,-0.05,-1,0,1,0,1,500,0.002,1,0
2.98,-0.05,-1,0,1,0,1,500,0.002,1,0
2.982,-0.05,-1,0,1,0,1,500,0.002,1,0
2.984,-0.05,-1,0,1,0,1,500,0.002,1,0
2.986,-0.05,-1,0,1,0,1,500,0.002,1,0
2.986,0.05,-1,0,1,0,1,500,0.002,1,0
2.988,0.05,-1,0,1,0,1,500,0.002,1,0
2.99,0.05,-1,0,1,0,1,500,0.002,1,0
2.992,0.05,-1,0,1,0,1,500,0.002,1,0
2.994,0.05,-1,0,1,0,1,500,0.002,1,0
2.996,0.05,-1,0,1,0,1,500,0.002,1,0
2.996,0.15,-0.99,0,1,0,1,500,0.002,1,0
2.998,0.15,-0.99,0,1,0,1,500,0.002,1,0
3,0.15,-0.99,0,1,0,1,500,0.002,1,0
3.002,0.15,-0.99,0,1,0,1,500,0.002,1,0
3.004,0.15,-0.99,0,1,0,1,500,0.002,1,0
3.006,0.15,-0.99,0,1,0,1,500,0.002,1,0
3.006,0.25,-0.97,0,1,0,1,500,0.002,1,0
3.008,0.25,-0.97,0,1,0,1,500,0.002,1,0
3.01,0.25,-0.97,0,1,0,1,500,0.002,1,0
3.012,0.25,-0.97,0,1,0,1,500,0.002,1,0
3.014,0.25,-0.97,0,1,0,1,500,0.002,1,0
3.016,0.34,-0.94,0,1,0,1,500,0.002,1,0
3.018,0.34,-0.94,0,1,0,1,500,0.002,1,0
3.02,0.34,-0.94,0,1,0,1,500,0.002,1,0
3.022,0.34,-0.94,0,1,0,1,500,0.002,1,0
3.024,0.34,-0.94,0,1,0,1,500,0.002,1,0
3.026,0.34,-0.94,0,1,0,1,500,0.002,1,0
3.026,0.43,-0.9,0,1,0,1,500,0.002,1,0
3.028,0.43,-0.9,0,1,0,1,500,0.002,1,0
3.03,0.43,-0.9,0,1,0,1,500,0.002,1,0
3.032,0.43,-0.9,0,1,0,1,500,0.002,1,0
3.034,0.43,-0.9,0,1,0,1,500,0.002,1,0
3.036,0.43,-0.9,0,1,0,1,500,0.002,1,0
3.036,0.52,-0.85,0,1,0,1,500,0.002,1,0
3.038,0.52,-0.85,0,1,0,1,500,0.002,1,0
3.04,0.52,-0.85,0,1,0,1,500,0.002,1,0
3.042,0.52,-0.85,0,1,0,1,500,0.002,1,0
3.044,0.52,-0.85,0,1,0,1,500,0.002,1,0
3.046,0.52,-0.85,0,1,0,1,500,0.002,1,0
3.046,0.6,-0.8,0,1,0,1,500,0.002,1,0
3.048,0.6,-0.8,0,1,0,1,500,0.002,1,0
3.05,0.6,-0.8,0,1,0,1,500,0.002,1,0
3.052,0.6,-0.8,0,1,0,1,500,0.002,1,0
3.054,0.6,-0.8,0,1,0,1,500,0.002,1,0
3.056,0.68,-0.73,0,1,0,1,500,0.002,1,0
3.058,0.68,-0.73,0,1,0,1,500,0.002,1,0
3.06,0.68,-0.73,0,1,0,1,500,0.002,1,0
3.062,0.68,-0.73,0,1,0,1,500,0.002,1,0
3.064,0.68,-0.73,0,1,0,1,500,0.002,1,0
3.066,0.68,-0.73,0,1,0,1,500,0.002,1,0
3.066,0.75,-0.66,0,1,0,1,500,0.002,1,0
3.068,0.75,-0.66,0,1,0,1,500,0.002,1,0
3.07,0.75,-0.66,0,1,0,1,500,0.002,1,0
3.072,0.75,-0.66,0,1,0,1,500,0.002,1,0
3.074,0.75,-0.66,0,1,0,1,500,0.002,1,0
3.076,0.75,-0.66,0,1,0,1,500,0.002,1,0
3.076,0.81,-0.58,0,1,0,1,500,0.002,1,0
3.078,0.81,-0.58,0,1,0,1,500,0.002,1,0
3.08,0.81,-0.58,0,1,0,1,500,0.002,1,0
3.082,0.81,-0.58,0,1,0,1,500,0.002,1,0
3.084,0.81,-0.58,0,1,0,1,500,0.002,1,0
3.086,0.81,-0.58,0,1,0,1,500,0.002,1,0
3.086,0.86,-0.5,0,1,0,1,500,0.002,1,0
3.088,0.86,-0.5,0,1,0,1,500,0.002,1,0
