"time","FMU_Interface_OUT0_Primary Ang","FMU_Interface_OUT1_Secondary A","FMU_Interface_OUT2_Primary Spe","FMU_Interface_OUT3_Secondary S","FMU_Interface_OUT4_Primary Acc","FMU_Interface_OUT5_Secondary A","FMU_Interface_OUT6_Primary Tor","FMU_Interface_OUT7_Secondary T","FMU_Interface_OUT8_Torque Fric","FMU_Interface_OUT9_Spring Actu"
9.36,116314,116292,2200,2200,0,0,-69.0113,167.484,98.4737,138.121
9.372,116472,116450,2200,2200,0,0,-69.7738,168.489,98.7165,137.98
9.384,116631,116609,2200,2200,-2.84202E-09,-2.84202E-09,-70.5192,169.471,98.9532,137.843
9.396,116789,116767,2200,2200,1.07533E-22,1.07533E-22,-71.2475,170.43,99.1838,137.708
9.408,116948,116925,2200,2200,0,0,-71.9585,171.365,99.4083,137.577
9.42,117106,117084,2200,2200,0,0,-72.6521,172.277,99.6267,137.45
9.432,117265,117242,2200,2200,0,0,-73.3281,173.166,99.8391,137.325
9.444,117423,117401,2200,2200,0,0,-73.9866,174.03,100.045,137.204
9.456,117582,117559,2200,2200,0,0,-74.6273,174.871,100.246,137.086
9.468,117740,117717,2200,2200,0,0,-75.2501,175.688,100.44,136.971
9.48,117899,117876,2200,2200,-7.79627E-14,-7.79627E-14,-75.855,176.481,100.628,136.86
9.492,118058,118034,2200,2200,2.9535E-27,2.9535E-27,-76.4419,177.25,100.81,136.752
9.504,118216,118193,2200,2200,0,0,-77.0106,177.995,100.986,136.648
9.516,118375,118351,2200,2200,0,0,-77.561,178.715,101.156,136.546
9.528,118533,118509,2200,2200,0,0,-78.0931,179.411,101.32,136.449
9.54,118692,118668,2200,2200,0,0,-78.6068,180.083,101.478,136.354
9.552,118850,118826,2200,2200,0,0,-79.102,180.73,101.63,136.263
9.564,119008,118985,2200,2200,0,0,-79.5786,181.353,101.776,136.176
9.576,119167,119143,2200,2200,0,0,-80.0364,181.95,101.916,136.092
9.588,119325,119301,2200,2200,0,0,-80.4756,182.523,102.05,136.011
9.6,119484,119460,2200,2200,0,0,-80.8959,183.072,102.177,135.934
9.612,119642,119618,2200,2200,0,0,-81.2973,183.595,102.299,135.86
9.624,119801,119777,2200,2200,0,0,-81.6798,184.093,102.415,135.79
9.636,119959,119935,2200,2200,0,0,-82.0432,184.567,102.525,135.724
9.648,120118,120093,2200,2200,0,0,-82.3875,185.015,102.629,135.661
9.66,120276,120252,2200,2200,0,0,-82.7127,185.438,102.727,135.601
9.672,120435,120410,2200,2200,0,0,-83.0187,185.836,102.819,135.545
9.684,120593,120569,2200,2200,0,0,-83.3054,186.209,102.905,135.492
9.696,120752,120727,2200,2200,0,0,-83.5728,186.556,102.985,135.443
9.708,120910,120885,2200,2200,0,0,-83.8209,186.878,103.059,135.398
9.72,121069,121044,2200,2200,0,0,-84.0495,187.175,103.127,135.356
9.732,121227,121202,2200,2200,0,0,-84.2588,187.446,103.189,135.318
9.744,121385,121361,2200,2200,0,0,-84.4486,187.692,103.246,135.283
9.756,121544,121519,2200,2200,0,0,-84.6188,187.913,103.296,135.252
9.768,121702,121677,2200,2200,0,0,-84.7696,188.108,103.34,135.224
9.78,121861,121836,2200,2200,0,0,-84.9008,188.278,103.378,135.2
9.792,122019,121994,2200,2200,0,0,-85.0124,188.422,103.411,135.18
9.804,122178,122153,2200,2200,0,0,-85.1045,188.54,103.437,135.163
9.816,122336,122311,2200,2200,0,0,-85.1769,188.633,103.458,135.15
9.828,122494,122469,2200,2200,0,0,-85.2297,188.7,103.472,135.14
9.84,122653,122628,2200,2200,0,0,-85.2629,188.742,103.481,135.134
9.852,122811,122786,2200,2200,0,0,-85.2725,188.762,103.484,135.132
9.864,122970,122945,2200,2200,0,0,-65.2725,168.717,103.44,135.133
9.876,123128,123103,2200,2200,0,0,-65.2725,168.536,103.259,135.138
9.888,123286,123261,2200,2200,0,0,-65.2725,168.219,102.942,135.146
9.9,123445,123420,2200,2200,0,0,-65.2725,167.767,102.49,135.158
9.912,123603,123578,2200,2200,0,0,-65.2725,167.179,101.902,135.174
9.924,123761,123737,2200,2200,0,0,-65.2725,166.456,101.178,135.193
9.936,123920,123895,2200,2200,0,0,-65.2725,165.597,100.32,135.216
9.948,124078,124053,2200,2200,0,0,-65.2725,164.603,99.3256,135.242
9.96,124237,124212,2200,2200,0,0,-65.2725,163.474,98.1964,135.272
9.972,124395,124370,2200,2200,0,0,-65.2725,162.209,96.9323,135.306
9.984,124553,124529,2200,2200,0,0,-65.2725,160.811,95.5334,135.343
9.996,124712,124687,2200,2200,0,0,-65.2725,159.277,93.9999,135.384
10.008,124870,124845,2200,2200,0,0,-65.2725,157.609,92.3321,135.428
10.02,125028,125004,2200,2200,0,0,-65.2725,155.807,90.5302,135.476
10.032,125187,125162,2200,2200,0,0,-65.2725,153.872,88.5944,135.527
10.044,125345,125321,2200,2200,0,0,-65.2725,151.802,86.5251,135.582
10.056,125503,125479,2200,2200,0,0,-65.2725,149.6,84.3224,135.64
10.068,125662,125637,2200,2200,0,0,-65.2725,147.264,81.9869,135.702
10.08,125820,125796,2200,2200,0,0,-65.2725,144.796,79.5187,135.768
10.092,125978,125954,2200,2200,0,0,-65.2725,142.195,76.9182,135.837
10.104,126137,126113,2200,2200,0,0,-65.2725,139.463,74.1859,135.909
10.116,126295,126271,2200,2200,0,0,-65.2725,136.599,71.322,135.985
10.128,126453,126429,2200,2200,0,0,-65.2725,133.604,68.3271,136.065
10.14,126612,126588,2200,2200,2.842E-09,2.842E-09,-65.2725,130.479,65.2015,136.148
10.152,126770,126746,2200,2200,-1.07533E-22,-1.07533E-22,-65.2725,127.223,61.9457,136.234
10.164,126928,126905,2200,2200,0,0,-65.2725,123.837,58.5602,136.324
10.176,127087,127063,2200,2200,0,0,-65.2725,120.323,55.0454,136.417
10.188,127245,127221,2200,2200,0,0,-65.2725,116.679,51.4019,136.514
10.2,127403,127380,2200,2200,0,0,-65.2725,114.795,49.2763,136.614
10.212,127562,127538,2200,2200,8.58392E-14,8.58392E-14,-65.2725,112.911,47.3841,136.717
10.224,127720,127697,2200,2200,-3.25642E-27,-3.25642E-27,-65.2725,110.962,45.4344,136.824
10.236,127878,127855,2200,2200,0,0,-65.2725,108.949,43.4271,136.934
10.248,128036,128013,2200,2200,0,0,-65.2725,106.871,41.3643,137.048
10.26,128195,128172,2200,2200,0,0,-65.2725,104.727,39.2465,137.164
10.272,128353,128330,2200,2200,-2.84208E-09,-2.84208E-09,-65.2725,102.517,37.075,137.285
10.284,128511,128489,2200,2200,1.07533E-22,1.07533E-22,-65.2725,100.244,34.9673,137.408
10.296,128670,128647,2200,2200,0,0,-65.2725,97.9095,32.6326,137.535
10.308,128828,128805,2200,2200,0,0,-65.2725,95.5137,30.2368,137.665
10.32,128986,128964,2200,2200,0,0,-65.2725,93.0567,27.8368,137.798
10.332,129144,129122,2200,2200,0,0,-65.2725,90.5401,25.3879,137.934
10.344,129303,129281,2200,2200,2.842E-09,2.842E-09,-65.2725,87.9676,22.8809,138.074
10.356,129461,129439,2200,2200,-1.07533E-22,-1.07533E-22,-65.2725,85.3424,20.3129,138.217
10.368,129619,129597,2200,2200,0,0,-65.2725,82.6661,17.6832,138.362
10.38,129777,129756,2200,2200,0,0,-65.2725,80.6957,15.2887,138.512
10.392,129936,129914,2200,2200,-2.842E-09,-2.842E-09,-65.2725,78.7796,13.3699,138.664
10.404,130094,130073,2200,2200,1.07533E-22,1.07533E-22,-65.2725,77.0164,11.7349,138.819
10.416,130252,130231,2200,2200,8.80338E-14,8.80338E-14,-65.2725,75.2071,9.8513,138.977
10.428,130410,130389,2200,2200,-3.33215E-27,-3.33215E-27,-65.2725,73.1416,7.76556,139.139
10.44,130569,130548,2200,2200,0,0,-65.2725,71.2883,5.94663,139.303
10.452,130727,130706,2200,2200,0,0,-65.2725,69.3834,4.15376,139.471
10.464,130885,130865,2200,2200,-8.85503E-14,-8.85503E-14,-65.2725,67.1599,1.99535,139.641
10.476,131043,131023,2200,2200,-2.84208E-09,-2.84208E-09,-65.2725,65.1631,-0.0548709,139.814
10.488,131201,131181,2200,2200,-3.13088E-22,-3.13088E-22,-65.2725,63.3111,-2.04016,139.991
10.5,131360,131340,2200,2200,0,0,-65.2725,61.0956,-4.13852,140.17
10.512,131518,131498,2200,2200,0,0,-65.2725,58.8793,-6.52903,140.352
10.524,131676,131657,2200,2200,2.84208E-09,2.84208E-09,-65.2725,56.859,-8.42912,140.537
10.536,131834,131815,2200,2200,3.13088E-22,3.13088E-22,-65.2725,54.5482,-10.6543,140.724
10.548,131993,131973,2200,2200,2.84199E-09,2.84199E-09,-65.2725,52.1393,-13.0551,140.915
10.56,132151,132132,2200,2200,-1.07533E-22,-1.07533E-22,-65.2725,50.088,-15.1959,141.108
10.572,132309,132290,2200,2200,0,0,-65.2725,48.4125,-16.9939,141.304
10.584,132467,132449,2200,2200,0,0,-65.2725,46.7006,-18.6884,141.503
10.596,132625,132607,2200,2200,-2.84199E-09,-2.84199E-09,-65.2725,45.0111,-20.5305,141.704
10.608,132784,132765,2200,2200,1.07533E-22,1.07533E-22,-65.2725,43.2543,-22.2715,141.908
10.62,132942,132924,2200,2200,0,0,-65.2725,41.4116,-23.9337,142.115
10.632,133100,133082,2200,2200,0,0,-65.2725,39.5242,-25.6851,142.324
10.644,133258,133241,2200,2200,-2.84199E-09,-2.84199E-09,-65.2725,37.7186,-27.4669,142.536
10.656,133416,133399,2200,2200,1.07533E-22,1.07533E-22,-65.2725,35.8272,-29.2677,142.75
10.668,133574,133557,2200,2200,-9.07455E-14,-9.07455E-14,-65.2725,33.9587,-31.0745,142.967
10.68,133733,133716,2200,2200,-2.84208E-09,-2.84208E-09,-65.2725,32.1593,-32.9886,143.187
10.692,133891,133874,2200,2200,1.07533E-22,1.07533E-22,-65.2725,30.3025,-34.9511,143.408
10.704,134049,134033,2200,2200,0,0,-65.2725,28.4564,-36.8368,143.633
10.716,134207,134191,2200,2200,-9.1262E-14,-9.1262E-14,-65.2725,26.5965,-38.6232,143.859
10.728,134365,134349,2200,2200,2.84208E-09,2.84208E-09,-65.2725,24.6962,-40.4699,144.088
10.74,134524,134508,2200,2200,-1.07533E-22,-1.07533E-22,-65.2725,22.7321,-42.8263,144.319
10.752,134682,134666,2200,2200,0,0,-65.2725,20.9341,-44.4044,144.553
10.764,134840,134825,2200,2200,0,0,-65.2725,19.3361,-46.0048,144.789
10.776,134998,134983,2200,2200,2.84208E-09,2.84208E-09,-65.2725,17.7858,-47.6294,145.026
10.788,135156,135141,2200,2200,-1.07533E-22,-1.07533E-22,-65.2725,16.2522,-49.2305,145.267
10.8,135314,135300,2200,2200,-2.84199E-09,-2.84199E-09,-65.2725,14.6297,-50.8483,145.509
10.812,135473,135458,2200,2200,-3.13088E-22,-3.13088E-22,-65.2725,13.0012,-51.8434,145.753
10.824,135631,135617,2200,2200,0,0,-65.2725,11.368,-53.5424,146
10.836,135789,135775,2200,2200,0,0,-65.2725,9.70978,-55.2577,146.248
10.848,135947,135933,2200,2200,-2.84199E-09,-2.84199E-09,-65.2725,8.0425,-56.9819,146.499
10.86,136105,136092,2200,2200,-3.13088E-22,-3.13088E-22,-65.2725,6.35315,-58.7222,146.751
10.872,136263,136250,2200,2200,0,0,-65.2725,4.65132,-60.4715,147.005
10.884,136421,136409,2200,2200,0,0,-65.2725,2.9328,-62.2056,147.262
10.896,136580,136567,2200,2200,0,0,-65.2725,1.20921,-63.9977,147.52
10.908,136738,136725,2200,2200,0,0,-65.2725,-0.532861,-65.7865,147.78
10.92,136896,136884,2200,2200,-9.34567E-14,-9.34567E-14,-65.2725,-2.28762,-67.511,148.041
10.932,137054,137042,2200,2200,2.84208E-09,2.84208E-09,-65.2725,-4.04934,-69.2307,148.305
10.944,137212,137201,2200,2200,9.37152E-14,9.37152E-14,-65.2725,-5.82776,-70.9707,148.57
10.956,137370,137359,2200,2200,1.03246E-26,1.03246E-26,-65.2725,-7.61591,-72.7272,148.837
10.968,137528,137517,2200,2200,0,0,-65.2725,-9.40028,-74.4975,149.105
10.98,137686,137676,2200,2200,2.84208E-09,2.84208E-09,-65.2725,-10,-75.3648,149.278
10.992,137845,137834,2200,2200,-1.07533E-22,-1.07533E-22,-65.2725,-10,-75.2725,149.278
11.004,138003,137993,2200,2200,-9.43609E-14,-9.43609E-14,-65.2725,-10,-75.2725,149.278
11.016,138161,138151,2200,2200,2.84198E-09,2.84198E-09,-65.2725,-10,-75.2725,149.278
11.028,138319,138309,2200,2200,-5.68406E-09,-5.68406E-09,-65.2725,-10,-75.2725,149.278
11.04,138477,138468,2200,2200,2.84217E-09,2.84217E-09,-65.2725,-10,-75.2725,149.278
11.052,138635,138626,2200,2200,2.84189E-09,2.84189E-09,-65.2725,-10,-75.2725,149.278
11.064,138793,138785,2200,2200,2.84198E-09,2.84198E-09,-65.2725,-10,-75.2725,149.278
11.076,138951,138943,2200,2200,-5.68406E-09,-5.68406E-09,-65.2725,-10,-75.2725,149.278
11.088,139110,139101,2200,2200,2.84217E-09,2.84217E-09,-65.2725,-10,-75.2725,149.278
11.1,139268,139260,2200,2200,2.84188E-09,2.84188E-09,-65.2725,-10,-75.2725,149.278
11.112,139426,139418,2200,2200,-2.84198E-09,-2.84198E-09,-65.2725,-10,-75.2725,149.278
11.124,139584,139577,2200,2200,-2.84208E-09,-2.84208E-09,-65.2725,-10,-75.2725,149.278
11.136,139742,139735,2200,2200,2.84217E-09,2.84217E-09,-65.2725,-10,-75.2725,149.278
11.148,139900,139893,2200,2200,2.84188E-09,2.84188E-09,-65.2725,-10,-75.2725,149.278
11.16,140058,140052,2200,2200,-2.84198E-09,-2.84198E-09,-65.2725,-10,-75.2725,149.278
11.172,140216,140210,2200,2200,-2.84198E-09,-2.84198E-09,-65.2725,-10,-75.2725,149.278
11.184,140374,140369,2200,2200,2.84198E-09,2.84198E-09,-65.2725,-10,-75.2725,149.278
11.196,140533,140527,2200,2200,2.84188E-09,2.84188E-09,-65.2725,-10,-75.2725,149.278
11.208,140691,140685,2200,2200,-5.68405E-09,-5.68405E-09,-65.2725,-10,-75.2725,149.278
11.22,140849,140844,2200,2200,2.84217E-09,2.84217E-09,-65.2725,-10,-75.2725,149.278
11.232,141007,141002,2200,2200,2.84198E-09,2.84198E-09,-65.2725,-10,-75.2725,149.278
11.244,141165,141161,2200,2200,2.84198E-09,2.84198E-09,-65.2725,-10,-75.2725,149.278
11.256,141323,141319,2200,2200,-5.68405E-09,-5.68405E-09,-65.2725,-10,-75.2725,149.278
11.268,141481,141477,2200,2200,2.84217E-09,2.84217E-09,-65.2725,-10,-75.2725,149.278
11.28,141639,141636,2200,2200,5.68395E-09,5.68395E-09,-65.2725,-10,-75.2725,149.278
11.292,141797,141794,2200,2200,2.84198E-09,2.84198E-09,-65.2725,-10,-75.2725,149.278
11.304,141956,141953,2200,2200,-5.68405E-09,-5.68405E-09,-65.2725,-10,-75.2725,149.278
11.316,142114,142111,2200,2200,2.84217E-09,2.84217E-09,-65.2725,-10,-75.2725,149.278
11.328,142272,142269,2200,2200,2.84188E-09,2.84188E-09,-65.2725,-10,-75.2725,149.278
11.34,142430,142428,2200,2200,-2.84198E-09,-2.84198E-09,-65.2725,-10,-75.2725,149.278
11.352,142588,142586,2200,2200,-5.68395E-09,-5.68395E-09,-65.2725,-10,-75.2725,149.278
11.364,142746,142745,2200,2200,2.84217E-09,2.84217E-09,-65.2725,-10,-75.2725,149.278
11.376,142904,142903,2200,2200,2.84188E-09,2.84188E-09,-65.2725,-10,-75.2725,149.278
11.388,143062,143061,2200,2200,-2.84197E-09,-2.84197E-09,-65.2725,-10,-75.2725,149.278
11.4,143220,143220,2200,2200,-5.68395E-09,-5.68395E-09,-65.2725,-10,-75.2725,149.278
11.412,143378,143378,2200,2200,2.84217E-09,2.84217E-09,-65.2725,-10,-75.2725,149.278
11.424,143537,143537,2200,2200,2.84187E-09,2.84187E-09,10,-87.4177,-77.0029,149.166
11.436,143695,143695,2200,2200,-5.68404E-09,-5.68404E-09,10,-87.0068,-76.9504,149.247
11.448,143853,143853,2200,2200,2.84217E-09,2.84217E-09,10,-87.9925,-77.4795,149.115
11.46,144011,144012,2200,2200,2.84197E-09,2.84197E-09,10,-85.9263,-76.9851,149.27
11.472,144169,144170,2200,2200,2.84187E-09,2.84187E-09,10,-88.404,-77.4615,149.086
11.484,144327,144329,2200,2200,-5.68404E-09,-5.68404E-09,10,-85.4703,-77.0323,149.309
11.496,144485,144487,2200,2200,2.84217E-09,2.84217E-09,10,-88.352,-77.3746,149.093
11.508,144643,144645,2200,2200,-9.97837E-14,-9.97837E-14,10,-85.5126,-76.5841,149.271
11.52,144801,144804,2200,2200,-2.84197E-09,-2.84197E-09,10,-88.1075,-77.2233,149.117
11.532,144959,144962,2200,2200,-5.68404E-09,-5.68404E-09,10,-86.0584,-77.0224,149.238
11.544,145118,145121,2200,2200,2.84217E-09,2.84217E-09,10,-87.5516,-77.0808,149.149
11.556,145276,145279,2200,2200,2.84187E-09,2.84187E-09,10,-86.6954,-76.873,149.216
11.568,145434,145437,2200,2200,-2.84197E-09,-2.84197E-09,10,-87.0358,-77.0477,149.185
11.58,145592,145596,2200,2200,-5.68404E-09,-5.68404E-09,10,-87.348,-77.4303,149.155
11.592,145750,145754,2200,2200,2.84217E-09,2.84217E-09,10,-86.4481,-76.8771,149.261
11.604,145908,145913,2200,2200,2.84187E-09,2.84187E-09,10,-87.6159,-77.4464,149.133
11.616,146066,146071,2200,2200,-5.68404E-09,-5.68404E-09,10,-86.5528,-76.9337,149.275
11.628,146224,146229,2200,2200,-2.84197E-09,-2.84197E-09,10,-88.2214,-77.5114,149.092
11.64,146382,146388,2200,2200,2.84197E-09,2.84197E-09,10,-85.6155,-77.0014,149.294
11.652,146540,146546,2200,2200,2.84187E-09,2.84187E-09,10,-88.4176,-77.4343,149.09
11.664,146699,146705,2200,2200,-5.68404E-09,-5.68404E-09,10,-85.6928,-77.0291,149.288
11.676,146857,146863,2200,2200,-2.84197E-09,-2.84197E-09,10,-88.3305,-77.3444,149.1
11.688,147015,147021,2200,2200,2.84197E-09,2.84197E-09,10,-85.7843,-76.6097,149.253
11.7,147173,147180,2200,2200,2.84187E-09,2.84187E-09,10,-88.077,-77.2077,149.12
11.712,147331,147338,2200,2200,-5.68404E-09,-5.68404E-09,10,-86.246,-76.7956,149.237
11.724,147489,147497,2200,2200,2.84217E-09,2.84217E-09,10,-87.4082,-77.0958,149.154
11.736,147647,147655,2200,2200,5.68393E-09,5.68393E-09,10,-87.0147,-77.179,149.197
11.748,147805,147813,2200,2200,2.84197E-09,2.84197E-09,10,-87.02,-77.0134,149.205
11.76,147964,147972,2200,2200,-5.68403E-09,-5.68403E-09,10,-87.3562,-77.4384,149.144
11.772,148122,148130,2200,2200,2.84217E-09,2.84217E-09,10,-86.2647,-76.882,149.273
11.784,148280,148289,2200,2200,2.84186E-09,2.84186E-09,10,-87.6788,-77.4512,149.126
11.796,148438,148447,2200,2200,2.84197E-09,2.84197E-09,10,-86.8357,-76.9775,149.273
11.808,148596,148605,2200,2200,-5.68403E-09,-5.68403E-09,10,-88.0468,-77.4956,149.089
11.82,148754,148764,2200,2200,2.84217E-09,2.84217E-09,10,-85.9414,-77.0478,149.293
11.832,148912,148922,2200,2200,2.84186E-09,2.84186E-09,10,-88.1272,-77.3939,149.102
11.844,149070,149081,2200,2200,-2.84196E-09,-2.84196E-09,10,-86.2714,-76.5667,149.244
11.856,149228,149239,2200,2200,-2.84196E-09,-2.84196E-09,10,-88.0724,-77.246,149.122
11.868,149387,149397,2200,2200,2.84217E-09,2.84217E-09,10.8143,-87.3406,-75.9967,149.147
11.88,149545,149556,2200,2200,2.84186E-09,2.84186E-09,11.4608,-89.5533,-77.9475,148.877
11.892,149703,149714,2200,2200,-2.84196E-09,-2.84196E-09,12.8784,-91.5357,-78.5017,148.608
11.904,149861,149873,2200,2200,2.84217E-09,2.84217E-09,14.364,-93.409,-79.0597,148.341
11.916,150019,150031,2200,2200,2.84217E-09,2.84217E-09,15.8081,-95.3132,-79.6068,148.076
11.928,150177,150189,2200,2200,2.84196E-09,2.84196E-09,17.1971,-97.2178,-80.1465,147.812
11.94,150335,150348,2200,2200,-5.68403E-09,-5.68403E-09,18.6119,-99.0703,-80.6856,147.55
11.952,150494,150506,2200,2200,2.84217E-09,2.84217E-09,19.9945,-100.952,-81.0403,147.29
11.964,150652,150665,2200,2200,2.84196E-09,2.84196E-09,21.3988,-102.852,-81.1148,147.031
11.976,150810,150823,2200,2200,2.84196E-09,2.84196E-09,22.725,-104.771,-82.1,146.775
11.988,150968,150981,2200,2200,-5.68403E-09,-5.68403E-09,23.982,-106.698,-82.7317,146.52
12,151126,151140,2200,2200,2.84217E-09,2.84217E-09,25.2651,-108.653,-83.234,146.268
